agedays,param,sd.median
5224,WEIGHTKG,0.39648712
5225,WEIGHTKG,0.39640692
5226,WEIGHTKG,0.39636901
5227,WEIGHTKG,0.39636675
5228,WEIGHTKG,0.39632329
5229,WEIGHTKG,0.39632025
5230,WEIGHTKG,0.3962037
5231,WEIGHTKG,0.39704347
5232,WEIGHTKG,0.39704645
5233,WEIGHTKG,0.39700568
5234,WEIGHTKG,0.39701992
5235,WEIGHTKG,0.3970452
5479,WEIGHTKG,0.40152279
5480,WEIGHTKG,0.40149194
5481,WEIGHTKG,0.40147865
5482,WEIGHTKG,0.40152004
5483,WEIGHTKG,0.40133935
5484,WEIGHTKG,0.40131542
5485,WEIGHTKG,0.40143904
5486,WEIGHTKG,0.40151718
5487,WEIGHTKG,0.40156224
5488,WEIGHTKG,0.40133587
5489,WEIGHTKG,0.40109757
5490,WEIGHTKG,0.40112457
5491,WEIGHTKG,0.40104163
5492,WEIGHTKG,0.40091348
5493,WEIGHTKG,0.40085423
5494,WEIGHTKG,0.40079239
5495,WEIGHTKG,0.40064684
5496,WEIGHTKG,0.40036237
5497,WEIGHTKG,0.40027469
5498,WEIGHTKG,0.40020695
5499,WEIGHTKG,0.40007323
5500,WEIGHTKG,0.40004081
5501,WEIGHTKG,0.39993098
5502,WEIGHTKG,0.39988604
5503,WEIGHTKG,0.40001062
5504,WEIGHTKG,0.40005657
5505,WEIGHTKG,0.40011117
5506,WEIGHTKG,0.40021053
5507,WEIGHTKG,0.40030241
5508,WEIGHTKG,0.40012285
5509,WEIGHTKG,0.4001556
5510,WEIGHTKG,0.4001396
5511,WEIGHTKG,0.40022114
5512,WEIGHTKG,0.40033075
5513,WEIGHTKG,0.40026143
5514,WEIGHTKG,0.4003202
5515,WEIGHTKG,0.40034372
5516,WEIGHTKG,0.40035847
5517,WEIGHTKG,0.40042236
5518,WEIGHTKG,0.40046418
5519,WEIGHTKG,0.40047598
5520,WEIGHTKG,0.40053728
5521,WEIGHTKG,0.40048784
5522,WEIGHTKG,0.40041167
5523,WEIGHTKG,0.40032765
5524,WEIGHTKG,0.4003236
5525,WEIGHTKG,0.40018064
5526,WEIGHTKG,0.40022293
5527,WEIGHTKG,0.40029487
5528,WEIGHTKG,0.40009636
5529,WEIGHTKG,0.39993766
5530,WEIGHTKG,0.3999972
5531,WEIGHTKG,0.39996859
5532,WEIGHTKG,0.40009278
5533,WEIGHTKG,0.40013283
5534,WEIGHTKG,0.40010288
5535,WEIGHTKG,0.40005288
5536,WEIGHTKG,0.40001628
5537,WEIGHTKG,0.40009075
5538,WEIGHTKG,0.39994007
5539,WEIGHTKG,0.39989379
5540,WEIGHTKG,0.39995679
5541,WEIGHTKG,0.39984828
5542,WEIGHTKG,0.39972386
5543,WEIGHTKG,0.39969093
5544,WEIGHTKG,0.39970982
5545,WEIGHTKG,0.39971703
5546,WEIGHTKG,0.39973521
5547,WEIGHTKG,0.39956158
5548,WEIGHTKG,0.39965823
5549,WEIGHTKG,0.39959031
5550,WEIGHTKG,0.39958802
5551,WEIGHTKG,0.39954787
5552,WEIGHTKG,0.39946878
5553,WEIGHTKG,0.3995142
5554,WEIGHTKG,0.39959443
5555,WEIGHTKG,0.39962286
5556,WEIGHTKG,0.39974067
5557,WEIGHTKG,0.39978302
5558,WEIGHTKG,0.3997882
5559,WEIGHTKG,0.39972472
5560,WEIGHTKG,0.39977109
5561,WEIGHTKG,0.39978009
5562,WEIGHTKG,0.39969629
5563,WEIGHTKG,0.39966735
5564,WEIGHTKG,0.39955732
5565,WEIGHTKG,0.39942524
5566,WEIGHTKG,0.39946115
5567,WEIGHTKG,0.39932293
5568,WEIGHTKG,0.399288
5569,WEIGHTKG,0.39938933
5570,WEIGHTKG,0.3993372
5571,WEIGHTKG,0.3993555
5572,WEIGHTKG,0.39926347
5573,WEIGHTKG,0.39931077
5574,WEIGHTKG,0.39933315
5575,WEIGHTKG,0.39918646
5576,WEIGHTKG,0.39908108
5577,WEIGHTKG,0.39898866
5578,WEIGHTKG,0.39893052
5579,WEIGHTKG,0.39891168
5580,WEIGHTKG,0.3987003
5581,WEIGHTKG,0.3986221
5582,WEIGHTKG,0.39880615
5583,WEIGHTKG,0.39890128
5584,WEIGHTKG,0.39886311
5585,WEIGHTKG,0.39882836
5586,WEIGHTKG,0.39881402
5587,WEIGHTKG,0.39876834
5588,WEIGHTKG,0.39865273
5589,WEIGHTKG,0.39870477
5590,WEIGHTKG,0.3987639
5591,WEIGHTKG,0.39876723
5592,WEIGHTKG,0.39867541
5593,WEIGHTKG,0.39867836
5594,WEIGHTKG,0.39891082
5595,WEIGHTKG,0.39890835
5596,WEIGHTKG,0.39880577
5597,WEIGHTKG,0.3987433
5598,WEIGHTKG,0.39859879
5599,WEIGHTKG,0.39874288
5600,WEIGHTKG,0.39867994
5601,WEIGHTKG,0.39858392
5602,WEIGHTKG,0.39874414
5603,WEIGHTKG,0.39862001
5604,WEIGHTKG,0.39841643
5605,WEIGHTKG,0.39847234
5606,WEIGHTKG,0.39856106
5607,WEIGHTKG,0.39838725
5608,WEIGHTKG,0.39819267
5609,WEIGHTKG,0.39814141
5610,WEIGHTKG,0.39823538
5611,WEIGHTKG,0.3983835
5612,WEIGHTKG,0.39857146
5613,WEIGHTKG,0.39848444
5614,WEIGHTKG,0.39852366
5615,WEIGHTKG,0.39843616
5616,WEIGHTKG,0.39845455
5617,WEIGHTKG,0.39832571
5618,WEIGHTKG,0.39831081
5619,WEIGHTKG,0.39837494
5620,WEIGHTKG,0.39833602
5621,WEIGHTKG,0.3981683
5622,WEIGHTKG,0.39822116
5623,WEIGHTKG,0.39833564
5624,WEIGHTKG,0.39844638
5625,WEIGHTKG,0.39853224
5626,WEIGHTKG,0.39860439
5627,WEIGHTKG,0.39858028
5628,WEIGHTKG,0.3987692
5629,WEIGHTKG,0.39882597
5630,WEIGHTKG,0.39899576
5631,WEIGHTKG,0.39896953
5632,WEIGHTKG,0.39896834
5633,WEIGHTKG,0.3990261
5634,WEIGHTKG,0.39911252
5635,WEIGHTKG,0.3990781
5636,WEIGHTKG,0.39902124
5637,WEIGHTKG,0.3990306
5638,WEIGHTKG,0.39902371
5639,WEIGHTKG,0.39897099
5640,WEIGHTKG,0.39908224
5641,WEIGHTKG,0.3991507
5642,WEIGHTKG,0.39928547
5643,WEIGHTKG,0.39920098
5644,WEIGHTKG,0.39923349
5645,WEIGHTKG,0.39937186
5646,WEIGHTKG,0.39930722
5647,WEIGHTKG,0.39937955
5648,WEIGHTKG,0.39928177
5649,WEIGHTKG,0.39936724
5650,WEIGHTKG,0.39918497
5651,WEIGHTKG,0.39917991
5652,WEIGHTKG,0.39915892
5653,WEIGHTKG,0.39917469
5654,WEIGHTKG,0.39916009
5655,WEIGHTKG,0.39910859
5656,WEIGHTKG,0.39915198
5657,WEIGHTKG,0.39912245
5658,WEIGHTKG,0.39909506
5659,WEIGHTKG,0.39909831
5660,WEIGHTKG,0.39914834
5661,WEIGHTKG,0.39919037
5662,WEIGHTKG,0.39940107
5663,WEIGHTKG,0.39951703
5664,WEIGHTKG,0.4011772
5665,WEIGHTKG,0.40108687
5666,WEIGHTKG,0.40108681
5667,WEIGHTKG,0.40091774
5668,WEIGHTKG,0.40086359
5669,WEIGHTKG,0.40094042
5670,WEIGHTKG,0.40092885
5671,WEIGHTKG,0.40092519
5672,WEIGHTKG,0.40088755
5673,WEIGHTKG,0.4008725
5674,WEIGHTKG,0.40073937
5675,WEIGHTKG,0.40055373
5676,WEIGHTKG,0.40032122
5677,WEIGHTKG,0.40006438
5678,WEIGHTKG,0.39997819
5679,WEIGHTKG,0.3997182
5680,WEIGHTKG,0.39973155
5681,WEIGHTKG,0.39973572
5682,WEIGHTKG,0.39960769
5683,WEIGHTKG,0.39955497
5684,WEIGHTKG,0.39961502
5685,WEIGHTKG,0.39954832
5686,WEIGHTKG,0.39952353
5687,WEIGHTKG,0.39951357
5688,WEIGHTKG,0.39927375
5689,WEIGHTKG,0.39926597
5690,WEIGHTKG,0.39931154
5691,WEIGHTKG,0.39938265
5692,WEIGHTKG,0.39954469
5693,WEIGHTKG,0.39975888
5694,WEIGHTKG,0.39981148
5695,WEIGHTKG,0.39976969
5696,WEIGHTKG,0.39979681
5697,WEIGHTKG,0.39992568
5698,WEIGHTKG,0.40004829
5699,WEIGHTKG,0.39999774
5700,WEIGHTKG,0.40003097
5701,WEIGHTKG,0.40003598
5702,WEIGHTKG,0.39998496
5703,WEIGHTKG,0.39988327
5704,WEIGHTKG,0.39971504
5705,WEIGHTKG,0.39936432
5706,WEIGHTKG,0.39942861
5707,WEIGHTKG,0.39929658
5708,WEIGHTKG,0.39932236
5709,WEIGHTKG,0.39930761
5710,WEIGHTKG,0.39915845
5711,WEIGHTKG,0.39916715
5712,WEIGHTKG,0.39909866
5713,WEIGHTKG,0.39902318
5714,WEIGHTKG,0.39908448
5715,WEIGHTKG,0.39907587
5716,WEIGHTKG,0.39905992
5717,WEIGHTKG,0.39908591
5718,WEIGHTKG,0.39904898
5719,WEIGHTKG,0.39918825
5720,WEIGHTKG,0.39915413
5721,WEIGHTKG,0.39908749
5722,WEIGHTKG,0.39907628
5723,WEIGHTKG,0.39902902
5724,WEIGHTKG,0.39897481
5725,WEIGHTKG,0.39899626
5726,WEIGHTKG,0.39915809
5727,WEIGHTKG,0.3992705
5728,WEIGHTKG,0.3992365
5729,WEIGHTKG,0.39931995
5730,WEIGHTKG,0.39922968
5731,WEIGHTKG,0.39924905
5732,WEIGHTKG,0.39915389
5733,WEIGHTKG,0.39905778
5734,WEIGHTKG,0.39910769
5735,WEIGHTKG,0.39914367
5736,WEIGHTKG,0.39903116
5737,WEIGHTKG,0.39886421
5738,WEIGHTKG,0.39872572
5739,WEIGHTKG,0.39876321
5740,WEIGHTKG,0.39876857
5741,WEIGHTKG,0.39884454
5742,WEIGHTKG,0.39874214
5743,WEIGHTKG,0.39880759
5744,WEIGHTKG,0.39881805
5745,WEIGHTKG,0.3988145
5746,WEIGHTKG,0.39877895
5747,WEIGHTKG,0.39875343
5748,WEIGHTKG,0.39873621
5749,WEIGHTKG,0.39873806
5750,WEIGHTKG,0.39875588
5751,WEIGHTKG,0.39858204
5752,WEIGHTKG,0.39859807
5753,WEIGHTKG,0.40098813
5754,WEIGHTKG,0.40093631
5755,WEIGHTKG,0.40084764
5756,WEIGHTKG,0.40068927
5757,WEIGHTKG,0.40055749
5758,WEIGHTKG,0.40044737
5759,WEIGHTKG,0.40041542
5760,WEIGHTKG,0.40037602
5761,WEIGHTKG,0.40036747
5762,WEIGHTKG,0.40029025
5763,WEIGHTKG,0.40016967
5764,WEIGHTKG,0.39995405
5765,WEIGHTKG,0.39986104
5766,WEIGHTKG,0.39978638
5767,WEIGHTKG,0.39974946
5768,WEIGHTKG,0.39967418
5769,WEIGHTKG,0.39965239
5770,WEIGHTKG,0.39971411
5771,WEIGHTKG,0.3998023
5772,WEIGHTKG,0.39971894
5773,WEIGHTKG,0.399755
5774,WEIGHTKG,0.39976507
5775,WEIGHTKG,0.39974034
5776,WEIGHTKG,0.39959601
5777,WEIGHTKG,0.3996225
5778,WEIGHTKG,0.39957529
5779,WEIGHTKG,0.39960247
5780,WEIGHTKG,0.39957911
5781,WEIGHTKG,0.39949474
5782,WEIGHTKG,0.39944011
5783,WEIGHTKG,0.39941368
5784,WEIGHTKG,0.39941514
5785,WEIGHTKG,0.39951557
5786,WEIGHTKG,0.39942262
5787,WEIGHTKG,0.39944577
5788,WEIGHTKG,0.39914584
5789,WEIGHTKG,0.39910311
5790,WEIGHTKG,0.39913183
5791,WEIGHTKG,0.39906442
5792,WEIGHTKG,0.39901254
5793,WEIGHTKG,0.39884558
5794,WEIGHTKG,0.39875561
5795,WEIGHTKG,0.39866418
5796,WEIGHTKG,0.39877182
5797,WEIGHTKG,0.39886725
5798,WEIGHTKG,0.39872447
5799,WEIGHTKG,0.39872038
5800,WEIGHTKG,0.3987036
5801,WEIGHTKG,0.39870468
5802,WEIGHTKG,0.39868346
5803,WEIGHTKG,0.39870158
5804,WEIGHTKG,0.39876205
5805,WEIGHTKG,0.39885488
5806,WEIGHTKG,0.3987155
5807,WEIGHTKG,0.39872906
5808,WEIGHTKG,0.39873028
5809,WEIGHTKG,0.3987315
5810,WEIGHTKG,0.39873263
5811,WEIGHTKG,0.39872381
5812,WEIGHTKG,0.39872491
5813,WEIGHTKG,0.39872593
5814,WEIGHTKG,0.39872694
5815,WEIGHTKG,0.39872786
5816,WEIGHTKG,0.39872879
5817,WEIGHTKG,0.39872965
5818,WEIGHTKG,0.39873046
5819,WEIGHTKG,0.39873123
5820,WEIGHTKG,0.39873195
5821,WEIGHTKG,0.39873263
5822,WEIGHTKG,0.39873329
5823,WEIGHTKG,0.39873388
5824,WEIGHTKG,0.39873445
5825,WEIGHTKG,0.39874473
5826,WEIGHTKG,0.39874518
5827,WEIGHTKG,0.39873585
5828,WEIGHTKG,0.39873621
5829,WEIGHTKG,0.39872685
5830,WEIGHTKG,0.39873686
5831,WEIGHTKG,0.3987371
5832,WEIGHTKG,0.39873731
5833,WEIGHTKG,0.39873746
5834,WEIGHTKG,0.39873758
5835,WEIGHTKG,0.39873764
5836,WEIGHTKG,0.39873767
5837,WEIGHTKG,0.39874727
5838,WEIGHTKG,0.39874721
5839,WEIGHTKG,0.39874709
5840,WEIGHTKG,0.39874691
5841,WEIGHTKG,0.3987467
5842,WEIGHTKG,0.39873689
5843,WEIGHTKG,0.3987366
5844,WEIGHTKG,0.39873627
5845,WEIGHTKG,0.39873591
5846,WEIGHTKG,0.39873546
5847,WEIGHTKG,0.39873502
5848,WEIGHTKG,0.39873451
5849,WEIGHTKG,0.39872447
5850,WEIGHTKG,0.39873335
5851,WEIGHTKG,0.39873269
5852,WEIGHTKG,0.39873201
5853,WEIGHTKG,0.39873126
5854,WEIGHTKG,0.39873049
5855,WEIGHTKG,0.39872965
5856,WEIGHTKG,0.39872879
5857,WEIGHTKG,0.39872786
5858,WEIGHTKG,0.39872691
5859,WEIGHTKG,0.39871654
5860,WEIGHTKG,0.3987155
5861,WEIGHTKG,0.39871442
5862,WEIGHTKG,0.39871329
5863,WEIGHTKG,0.3987214
5864,WEIGHTKG,0.39871088
5865,WEIGHTKG,0.3987096
5866,WEIGHTKG,0.39870828
5867,WEIGHTKG,0.39870691
5868,WEIGHTKG,0.39870551
5869,WEIGHTKG,0.39870405
5870,WEIGHTKG,0.39870256
5871,WEIGHTKG,0.3986918
5872,WEIGHTKG,0.39869022
5873,WEIGHTKG,0.39868861
5874,WEIGHTKG,0.39868695
5875,WEIGHTKG,0.39868522
5876,WEIGHTKG,0.39868346
5877,WEIGHTKG,0.40110222
5878,WEIGHTKG,0.40108621
5879,WEIGHTKG,0.40109161
5880,WEIGHTKG,0.40107554
5881,WEIGHTKG,0.40107012
5882,WEIGHTKG,0.40106466
5883,WEIGHTKG,0.40105915
5884,WEIGHTKG,0.40105358
5885,WEIGHTKG,0.40104795
5886,WEIGHTKG,0.40104225
5887,WEIGHTKG,0.40103653
5888,WEIGHTKG,0.40103075
5889,WEIGHTKG,0.40102491
5890,WEIGHTKG,0.40101904
5891,WEIGHTKG,0.40101308
5892,WEIGHTKG,0.40100709
5893,WEIGHTKG,0.40100104
5894,WEIGHTKG,0.40099496
5895,WEIGHTKG,0.40098879
5896,WEIGHTKG,0.40097216
5897,WEIGHTKG,0.4009659
5898,WEIGHTKG,0.40097001
5899,WEIGHTKG,0.40096366
5900,WEIGHTKG,0.40095726
5901,WEIGHTKG,0.40095079
5902,WEIGHTKG,0.40094426
5903,WEIGHTKG,0.40094805
5904,WEIGHTKG,0.4009414
5905,WEIGHTKG,0.4009347
5906,WEIGHTKG,0.40092796
5907,WEIGHTKG,0.40092114
5908,WEIGHTKG,0.40091428
5909,WEIGHTKG,0.40091765
5910,WEIGHTKG,0.40090042
5911,WEIGHTKG,0.40089339
5912,WEIGHTKG,0.40088633
5913,WEIGHTKG,0.4008792
5914,WEIGHTKG,0.40087202
5915,WEIGHTKG,0.40086481
5916,WEIGHTKG,0.40085751
5917,WEIGHTKG,0.40085018
5918,WEIGHTKG,0.40084279
5919,WEIGHTKG,0.40083534
5920,WEIGHTKG,0.40082785
5921,WEIGHTKG,0.40082029
5922,WEIGHTKG,0.40081269
5923,WEIGHTKG,0.40080503
5924,WEIGHTKG,0.40079731
5925,WEIGHTKG,0.40078953
5926,WEIGHTKG,0.40078172
5927,WEIGHTKG,0.40076384
5928,WEIGHTKG,0.40075591
5929,WEIGHTKG,0.40074795
5930,WEIGHTKG,0.40073994
5931,WEIGHTKG,0.40073186
5932,WEIGHTKG,0.40072373
5933,WEIGHTKG,0.40071553
5934,WEIGHTKG,0.40070727
5935,WEIGHTKG,0.40069899
5936,WEIGHTKG,0.40069062
5937,WEIGHTKG,0.40068221
5938,WEIGHTKG,0.40067375
5939,WEIGHTKG,0.40066522
5940,WEIGHTKG,0.40065667
5941,WEIGHTKG,0.40063825
5942,WEIGHTKG,0.40062958
5943,WEIGHTKG,0.40061113
5944,WEIGHTKG,0.40061209
5945,WEIGHTKG,0.40059355
5946,WEIGHTKG,0.40058467
5947,WEIGHTKG,0.40057576
5948,WEIGHTKG,0.40056676
5949,WEIGHTKG,0.40055773
5950,WEIGHTKG,0.40053901
5951,WEIGHTKG,0.40052989
5952,WEIGHTKG,0.40052068
5953,WEIGHTKG,0.40050188
5954,WEIGHTKG,0.40050215
5955,WEIGHTKG,0.40049279
5956,WEIGHTKG,0.40047386
5957,WEIGHTKG,0.40046442
5958,WEIGHTKG,0.40045491
5959,WEIGHTKG,0.40045482
5960,WEIGHTKG,0.40043572
5961,WEIGHTKG,0.40042603
5962,WEIGHTKG,0.40041631
5963,WEIGHTKG,0.40040651
5964,WEIGHTKG,0.40039667
5965,WEIGHTKG,0.40038678
5966,WEIGHTKG,0.40037683
5967,WEIGHTKG,0.40036681
5968,WEIGHTKG,0.40035674
5969,WEIGHTKG,0.40034661
5970,WEIGHTKG,0.40033644
5971,WEIGHTKG,0.40033549
5972,WEIGHTKG,0.40031591
5973,WEIGHTKG,0.40030554
5974,WEIGHTKG,0.40030438
5975,WEIGHTKG,0.40028468
5976,WEIGHTKG,0.40027416
5977,WEIGHTKG,0.40026358
5978,WEIGHTKG,0.40025294
5979,WEIGHTKG,0.40023309
5980,WEIGHTKG,0.40022236
5981,WEIGHTKG,0.40021157
5982,WEIGHTKG,0.40020072
5983,WEIGHTKG,0.40018982
5984,WEIGHTKG,0.40017885
5985,WEIGHTKG,0.40016782
5986,WEIGHTKG,0.40015677
5987,WEIGHTKG,0.40014562
5988,WEIGHTKG,0.40013441
5989,WEIGHTKG,0.40012318
5990,WEIGHTKG,0.40012082
5991,WEIGHTKG,0.40010944
5992,WEIGHTKG,0.400098
5993,WEIGHTKG,0.40008649
5994,WEIGHTKG,0.40006605
5995,WEIGHTKG,0.40005445
5996,WEIGHTKG,0.4000428
5997,WEIGHTKG,0.40003109
5998,WEIGHTKG,0.40001932
5999,WEIGHTKG,0.39999866
6000,WEIGHTKG,0.3999868
6001,WEIGHTKG,0.39997488
6002,WEIGHTKG,0.39996287
6003,WEIGHTKG,0.39995956
6004,WEIGHTKG,0.39994746
6005,WEIGHTKG,0.40224323
6006,WEIGHTKG,0.40222651
6007,WEIGHTKG,0.40220973
6008,WEIGHTKG,0.40219289
6009,WEIGHTKG,0.40217599
6010,WEIGHTKG,0.40215901
6011,WEIGHTKG,0.40214196
6012,WEIGHTKG,0.40213504
6013,WEIGHTKG,0.40211785
6014,WEIGHTKG,0.40210059
6015,WEIGHTKG,0.40208328
6016,WEIGHTKG,0.4020659
6017,WEIGHTKG,0.40203834
6018,WEIGHTKG,0.40202084
6019,WEIGHTKG,0.40201336
6020,WEIGHTKG,0.40198568
6021,WEIGHTKG,0.40196797
6022,WEIGHTKG,0.40195021
6023,WEIGHTKG,0.40193239
6024,WEIGHTKG,0.40191451
6025,WEIGHTKG,0.40188661
6026,WEIGHTKG,0.40187854
6027,WEIGHTKG,0.40186045
6028,WEIGHTKG,0.4018423
6029,WEIGHTKG,0.40182409
6030,WEIGHTKG,0.40180579
6031,WEIGHTKG,0.40178746
6032,WEIGHTKG,0.40175924
6033,WEIGHTKG,0.40174076
6034,WEIGHTKG,0.40172225
6035,WEIGHTKG,0.40170366
6036,WEIGHTKG,0.401685
6037,WEIGHTKG,0.40166625
6038,WEIGHTKG,0.40163779
6039,WEIGHTKG,0.40161896
6040,WEIGHTKG,0.40160003
6041,WEIGHTKG,0.40158108
6042,WEIGHTKG,0.40157163
6043,WEIGHTKG,0.40154293
6044,WEIGHTKG,0.40153334
6045,WEIGHTKG,0.40150452
6046,WEIGHTKG,0.4014852
6047,WEIGHTKG,0.40146583
6048,WEIGHTKG,0.40145591
6049,WEIGHTKG,0.40142691
6050,WEIGHTKG,0.40140733
6051,WEIGHTKG,0.40138769
6052,WEIGHTKG,0.40136799
6053,WEIGHTKG,0.40135762
6054,WEIGHTKG,0.40133777
6055,WEIGHTKG,0.40130848
6056,WEIGHTKG,0.40128851
6057,WEIGHTKG,0.40126845
6058,WEIGHTKG,0.40124837
6059,WEIGHTKG,0.40122819
6060,WEIGHTKG,0.40120795
6061,WEIGHTKG,0.40118763
6062,WEIGHTKG,0.40116724
6063,WEIGHTKG,0.4011468
6064,WEIGHTKG,0.4011263
6065,WEIGHTKG,0.4011057
6066,WEIGHTKG,0.40108508
6067,WEIGHTKG,0.40106434
6068,WEIGHTKG,0.40104356
6069,WEIGHTKG,0.40103179
6070,WEIGHTKG,0.40101087
6071,WEIGHTKG,0.40098986
6072,WEIGHTKG,0.40096876
6073,WEIGHTKG,0.40094763
6074,WEIGHTKG,0.40092641
6075,WEIGHTKG,0.40090513
6076,WEIGHTKG,0.40088376
6077,WEIGHTKG,0.40086237
6078,WEIGHTKG,0.40084088
6079,WEIGHTKG,0.4008193
6080,WEIGHTKG,0.40079769
6081,WEIGHTKG,0.40078485
6082,WEIGHTKG,0.40075424
6083,WEIGHTKG,0.4007324
6084,WEIGHTKG,0.40071049
6085,WEIGHTKG,0.40068853
6086,WEIGHTKG,0.40066648
6087,WEIGHTKG,0.40063566
6088,WEIGHTKG,0.40061349
6089,WEIGHTKG,0.40059125
6090,WEIGHTKG,0.40056896
6091,WEIGHTKG,0.40054661
6092,WEIGHTKG,0.40052417
6093,WEIGHTKG,0.40050167
6094,WEIGHTKG,0.40047908
6095,WEIGHTKG,0.40045643
6096,WEIGHTKG,0.40043372
6097,WEIGHTKG,0.40041092
6098,WEIGHTKG,0.40038806
6099,WEIGHTKG,0.40036514
6100,WEIGHTKG,0.40034214
6101,WEIGHTKG,0.40031907
6102,WEIGHTKG,0.40029594
6103,WEIGHTKG,0.40027273
6104,WEIGHTKG,0.40024945
6105,WEIGHTKG,0.40022612
6106,WEIGHTKG,0.40020269
6107,WEIGHTKG,0.40017921
6108,WEIGHTKG,0.40015563
6109,WEIGHTKG,0.400132
6110,WEIGHTKG,0.40010831
6111,WEIGHTKG,0.40008453
6112,WEIGHTKG,0.40006068
6113,WEIGHTKG,0.40003675
6114,WEIGHTKG,0.40001276
6115,WEIGHTKG,0.39998871
6116,WEIGHTKG,0.39996457
6117,WEIGHTKG,0.39994037
6118,WEIGHTKG,0.39991611
6119,WEIGHTKG,0.39989176
6120,WEIGHTKG,0.39986736
6121,WEIGHTKG,0.39984286
6122,WEIGHTKG,0.39981031
6123,WEIGHTKG,0.3997857
6124,WEIGHTKG,0.39976102
6125,WEIGHTKG,0.39973626
6126,WEIGHTKG,0.39971143
6127,WEIGHTKG,0.39968652
6128,WEIGHTKG,0.39966154
6129,WEIGHTKG,0.3996287
6130,WEIGHTKG,0.39960361
6131,WEIGHTKG,0.40167117
6132,WEIGHTKG,0.40164959
6133,WEIGHTKG,0.40161845
6134,WEIGHTKG,0.40158722
6135,WEIGHTKG,0.40154651
6136,WEIGHTKG,0.40151516
6137,WEIGHTKG,0.40148368
6138,WEIGHTKG,0.40145215
6139,WEIGHTKG,0.40142053
6140,WEIGHTKG,0.40138885
6141,WEIGHTKG,0.40135708
6142,WEIGHTKG,0.40132523
6143,WEIGHTKG,0.40129328
6144,WEIGHTKG,0.40126127
6145,WEIGHTKG,0.40122914
6146,WEIGHTKG,0.40119696
6147,WEIGHTKG,0.40116471
6148,WEIGHTKG,0.40113235
6149,WEIGHTKG,0.40109992
6150,WEIGHTKG,0.40106741
6151,WEIGHTKG,0.4010438
6152,WEIGHTKG,0.40101108
6153,WEIGHTKG,0.4009783
6154,WEIGHTKG,0.40094545
6155,WEIGHTKG,0.40090361
6156,WEIGHTKG,0.40087059
6157,WEIGHTKG,0.40083751
6158,WEIGHTKG,0.40080434
6159,WEIGHTKG,0.40077987
6160,WEIGHTKG,0.40074649
6161,WEIGHTKG,0.40071306
6162,WEIGHTKG,0.40067953
6163,WEIGHTKG,0.40064591
6164,WEIGHTKG,0.40061221
6165,WEIGHTKG,0.40057844
6166,WEIGHTKG,0.40054458
6167,WEIGHTKG,0.40051064
6168,WEIGHTKG,0.4004766
6169,WEIGHTKG,0.40045103
6170,WEIGHTKG,0.40041682
6171,WEIGHTKG,0.40037403
6172,WEIGHTKG,0.40033966
6173,WEIGHTKG,0.40030521
6174,WEIGHTKG,0.40026227
6175,WEIGHTKG,0.4002277
6176,WEIGHTKG,0.40019301
6177,WEIGHTKG,0.40015826
6178,WEIGHTKG,0.40012342
6179,WEIGHTKG,0.40008849
6180,WEIGHTKG,0.40005347
6181,WEIGHTKG,0.40001839
6182,WEIGHTKG,0.3999832
6183,WEIGHTKG,0.39994794
6184,WEIGHTKG,0.39992073
6185,WEIGHTKG,0.39988527
6186,WEIGHTKG,0.39984974
6187,WEIGHTKG,0.3998141
6188,WEIGHTKG,0.3997784
6189,WEIGHTKG,0.3997426
6190,WEIGHTKG,0.39969873
6191,WEIGHTKG,0.39967075
6192,WEIGHTKG,0.39963469
6193,WEIGHTKG,0.39959854
6194,WEIGHTKG,0.39956233
6195,WEIGHTKG,0.399526
6196,WEIGHTKG,0.39948961
6197,WEIGHTKG,0.39946094
6198,WEIGHTKG,0.39942434
6199,WEIGHTKG,0.39938766
6200,WEIGHTKG,0.39935091
6201,WEIGHTKG,0.39931405
6202,WEIGHTKG,0.39928478
6203,WEIGHTKG,0.39924008
6204,WEIGHTKG,0.3992106
6205,WEIGHTKG,0.39917338
6206,WEIGHTKG,0.39913607
6207,WEIGHTKG,0.39909112
6208,WEIGHTKG,0.39906117
6209,WEIGHTKG,0.39902359
6210,WEIGHTKG,0.39898595
6211,WEIGHTKG,0.39894819
6212,WEIGHTKG,0.39891037
6213,WEIGHTKG,0.39887244
6214,WEIGHTKG,0.39883444
6215,WEIGHTKG,0.39880368
6216,WEIGHTKG,0.39876547
6217,WEIGHTKG,0.39872718
6218,WEIGHTKG,0.39868879
6219,WEIGHTKG,0.39865032
6220,WEIGHTKG,0.39861175
6221,WEIGHTKG,0.3985731
6222,WEIGHTKG,0.39853436
6223,WEIGHTKG,0.39849555
6224,WEIGHTKG,0.39845663
6225,WEIGHTKG,0.39841762
6226,WEIGHTKG,0.39837855
6227,WEIGHTKG,0.39833936
6228,WEIGHTKG,0.39830011
6229,WEIGHTKG,0.39826074
6230,WEIGHTKG,0.39822131
6231,WEIGHTKG,0.39818177
6232,WEIGHTKG,0.39814216
6233,WEIGHTKG,0.39810243
6234,WEIGHTKG,0.39806265
6235,WEIGHTKG,0.39802274
6236,WEIGHTKG,0.39798278
6237,WEIGHTKG,0.39794272
6238,WEIGHTKG,0.39790255
6239,WEIGHTKG,0.39786232
6240,WEIGHTKG,0.39782861
6241,WEIGHTKG,0.39778814
6242,WEIGHTKG,0.39774761
6243,WEIGHTKG,0.39770699
