agedays,sex,cdc_wt_l,cdc_wt_m,cdc_wt_s,cdc_ht_l,cdc_ht_m,cdc_ht_s,cdc_hc_l,cdc_hc_m,cdc_hc_s,cdc_wt_csd_pos,cdc_wt_csd_neg,cdc_ht_csd_pos,cdc_ht_csd_neg,cdc_hc_csd_pos,cdc_hc_csd_neg,cdc_bmi_l,cdc_bmi_m,cdc_bmi_s,cdc_bmi_csd_pos,cdc_bmi_csd_neg
6663,0,-1.0685772,67.712578,.16145724,1.3540821,176.29523,.040563107,,,,16.452255,8.201992,7.0528412,7.2588501,,,-1.8632958,22.021656,.13223489,4.8395157,2.1303062
6663,1,-1.830552,56.446743,.16066977,1.0556792,163.16145,.039680455,,,,17.603045,6.302721,6.4604187,6.4890671,,,-2.3179557,21.338476,.14737287,6.8496466,2.146595
6664,0,-1.0685689,67.718178,.16145132,1.3534999,176.29663,.040562134,,,,16.452671,8.2024517,7.052887,7.2585526,,,-1.8631512,22.023359,.1322345,4.839673,2.1304932
6664,1,-1.8302257,56.449741,.16067499,1.0557864,163.16185,.039680365,,,,17.602724,6.3033962,6.4603958,6.4890976,,,-2.3181393,21.339312,.14737487,6.8507395,2.1466656
6665,0,-1.0685595,67.723763,.16144542,1.3529189,176.29803,.040561166,,,,16.453079,8.2029114,7.0529404,7.258255,,,-1.8630069,22.025061,.13223413,4.8398304,2.1306791
6665,1,-1.8298982,56.45274,.16068025,1.0558935,163.16225,.039680272,,,,17.602407,6.3040733,6.4603653,6.4891205,,,-2.3183227,21.340147,.14737687,6.8518305,2.1467371
6666,0,-1.068549,67.729347,.16143954,1.352339,176.29944,.040560197,,,,16.453484,8.203373,7.0529861,7.2579575,,,-1.8628631,22.026762,.13223377,4.8399897,2.1308651
6666,1,-1.8295695,56.455742,.16068554,1.0560006,163.16264,.039680183,,,,17.602085,6.3047543,6.4603424,6.489151,,,-2.3185055,21.340981,.14737889,6.8529243,2.1468077
6667,0,-1.0685375,67.734932,.16143367,1.3517604,176.30084,.040559236,,,,16.453884,8.2038345,7.0530396,7.2576599,,,-1.8627194,22.028463,.1322334,4.8401489,2.1310511
6667,1,-1.8292395,56.458744,.16069084,1.0561075,163.16304,.039680094,,,,17.601763,6.3054352,6.4603195,6.4891815,,,-2.3186882,21.341814,.14738093,6.8540182,2.1468792
6668,0,-1.0685248,67.740501,.1614278,1.3511828,176.30223,.040558275,,,,16.454277,8.2042961,7.0530853,7.2573624,,,-1.862576,22.030165,.13223305,4.8403091,2.131238
6668,1,-1.8289083,56.461746,.16069618,1.0562143,163.16344,.039680004,,,,17.601433,6.306118,6.460289,6.489212,,,-2.3188705,21.342646,.14738299,6.855113,2.1469498
6669,0,-1.0685111,67.746078,.16142194,1.3506066,176.30363,.040557317,,,,16.45467,8.2047615,7.0531311,7.2570648,,,-1.862433,22.031864,.13223271,4.8404703,2.131424
6669,1,-1.8285758,56.464748,.16070156,1.0563211,163.16383,.039679915,,,,17.601107,6.3068027,6.4602661,6.4892426,,,-2.3190527,21.343477,.14738505,6.8562078,2.1470213
6670,0,-1.0684962,67.75164,.16141608,1.3500314,176.30502,.040556364,,,,16.455051,8.205225,7.0531845,7.2567749,,,-1.8622901,22.033566,.13223238,4.8406324,2.1316109
6670,1,-1.8282422,56.467751,.16070695,1.0564278,163.16423,.039679825,,,,17.600777,6.3074875,6.4602432,6.4892731,,,-2.3192344,21.344309,.14738713,6.8573027,2.1470928
6671,0,-1.0684804,67.757202,.16141026,1.3494573,176.30641,.040555414,,,,16.455437,8.2056904,7.0532303,7.2564774,,,-1.8621477,22.035265,.13223206,4.8407955,2.1317968
6671,1,-1.8279072,56.470757,.16071238,1.0565344,163.16463,.039679736,,,,17.600441,6.308176,6.4602127,6.4893036,,,-2.3194156,21.345139,.14738923,6.8583984,2.1471653
6672,0,-1.0684634,67.762764,.16140443,1.3488845,176.3078,.040554464,,,,16.455814,8.2061558,7.0532761,7.2561874,,,-1.8620055,22.036964,.13223174,4.8409586,2.1319828
6672,1,-1.827571,56.473763,.16071783,1.0566409,163.16502,.039679646,,,,17.600105,6.3088665,6.4601898,6.4893265,,,-2.3195968,21.345968,.14739136,6.859498,2.1472368
6673,0,-1.0684453,67.768318,.16139862,1.3483127,176.30917,.040553521,,,,16.456188,8.2066231,7.0533295,7.2558975,,,-1.8618636,22.038662,.13223144,4.8411236,2.1321697
6673,1,-1.8272337,56.476772,.16072331,1.0567472,163.16542,.039679557,,,,17.599768,6.309557,6.4601669,6.489357,,,-2.3197775,21.346796,.14739349,6.8605967,2.1473093
6674,0,-1.0684263,67.773865,.16139281,1.3477423,176.31056,.040552579,,,,16.456554,8.2070904,7.0533752,7.2556,,,-1.861722,22.040361,.13223115,4.8412895,2.1323557
6674,1,-1.8268951,56.479778,.16072883,1.0568535,163.1658,.039679468,,,,17.599428,6.3102512,6.4601364,6.4893875,,,-2.319958,21.347624,.14739564,6.8616953,2.1473808
6675,0,-1.068406,67.779411,.16138701,1.3471729,176.31194,.040551644,,,,16.456917,8.2075577,7.0534286,7.2553101,,,-1.8615807,22.042059,.13223086,4.8414555,2.1325426
6675,1,-1.8265553,56.482788,.16073437,1.0569597,163.1662,.039679378,,,,17.599087,6.3109455,6.4601135,6.489418,,,-2.320138,21.348452,.1473978,6.8627958,2.1474533
6676,0,-1.0683846,67.78495,.16138123,1.3466047,176.31332,.040550709,,,,16.457275,8.2080269,7.0534744,7.2550201,,,-1.8614398,22.043756,.13223058,4.8416224,2.1327286
6676,1,-1.8262142,56.485798,.16073993,1.0570658,163.1666,.039679289,,,,17.598742,6.3116417,6.4600906,6.4894485,,,-2.3203177,21.349277,.14739999,6.8638973,2.1475258
6677,0,-1.0683624,67.790489,.16137546,1.3460376,176.3147,.040549777,,,,16.457634,8.208498,7.0535278,7.2547379,,,-1.861299,22.045454,.13223031,4.8417902,2.1329145
6677,1,-1.8258719,56.488808,.16074553,1.0571719,163.16699,.039679199,,,,17.598392,6.3123398,6.4600601,6.4894791,,,-2.3204973,21.350103,.14740218,6.8649988,2.1475983
6678,0,-1.0683389,67.796021,.16136971,1.3454719,176.31606,.040548846,,,,16.457985,8.2089691,7.0535736,7.2544479,,,-1.8611587,22.047152,.13223006,4.84196,2.1331015
6678,1,-1.8255284,56.491821,.16075115,1.0572779,163.16737,.03967911,,,,17.598042,6.3130398,6.4600372,6.489502,,,-2.3206763,21.350929,.1474044,6.8661003,2.1476717
6679,0,-1.0683143,67.801552,.16136396,1.344907,176.31743,.040547922,,,,16.458332,8.2094402,7.053627,7.254158,,,-1.8610185,22.048847,.1322298,4.8421297,2.1332884
6679,1,-1.8251837,56.494835,.16075681,1.0573838,163.16777,.039679021,,,,17.597694,6.3137417,6.4600143,6.4895325,,,-2.3208551,21.351753,.14740664,6.8672047,2.1477442
6680,0,-1.0682887,67.807076,.16135821,1.3443435,176.3188,.040546998,,,,16.458672,8.2099133,7.0536728,7.2538757,,,-1.8608788,22.050543,.13222957,4.8423004,2.1334743
6680,1,-1.8248378,56.497849,.16076249,1.0574895,163.16817,.039678935,,,,17.59734,6.3144455,6.4599915,6.489563,,,-2.3210335,21.352577,.14740887,6.8683071,2.1478176
6681,0,-1.068262,67.812592,.16135249,1.3437811,176.32016,.040546082,,,,16.459007,8.2103863,7.0537262,7.2535858,,,-1.8607394,22.052238,.13222933,4.8424721,2.1336613
6681,1,-1.8244907,56.500862,.1607682,1.0575951,163.16855,.039678846,,,,17.596981,6.3151493,6.4599609,6.4895935,,,-2.3212118,21.353401,.14741114,6.8694134,2.147891
6682,0,-1.0682342,67.818108,.16134676,1.3432199,176.32152,.040545166,,,,16.459339,8.2108593,7.053772,7.2533035,,,-1.8606,22.053934,.13222912,4.8426447,2.1338472
6682,1,-1.8241423,56.50388,.16077393,1.0577008,163.16895,.039678756,,,,17.596624,6.3158569,6.459938,6.489624,,,-2.3213897,21.354223,.14741342,6.8705187,2.1479645
6683,0,-1.0682054,67.823624,.16134106,1.3426598,176.32288,.040544253,,,,16.459671,8.2113361,7.0538254,7.2530212,,,-1.8604611,22.05563,.1322289,4.8428173,2.1340342
6683,1,-1.8237927,56.506897,.1607797,1.0578063,163.16933,.039678667,,,,17.596264,6.3165646,6.4599152,6.4896469,,,-2.3215671,21.355043,.14741571,6.8716249,2.1480379
6684,0,-1.0681754,67.829124,.16133536,1.342101,176.32423,.04054334,,,,16.459991,8.2118111,7.0538788,7.252739,,,-1.8603225,22.057323,.1322287,4.8429928,2.1342211
6684,1,-1.823442,56.509914,.1607855,1.0579116,163.16972,.039678577,,,,17.595903,6.3172741,6.4598846,6.4896774,,,-2.3217442,21.355865,.14741802,6.8727322,2.1481113
6685,0,-1.0681444,67.834633,.16132967,1.3415432,176.32559,.040542435,,,,16.460312,8.2122879,7.0539246,7.2524567,,,-1.8601841,22.059017,.13222851,4.8431673,2.134407
6685,1,-1.82309,56.512936,.16079131,1.058017,163.1701,.039678492,,,,17.595533,6.3179874,6.4598618,6.4897079,,,-2.3219211,21.356684,.14742036,6.8738413,2.1481848
6686,0,-1.0681123,67.840126,.16132399,1.3409866,176.32695,.04054153,,,,16.460625,8.2127647,7.053978,7.2521744,,,-1.860046,22.060711,.13222831,4.8433428,2.134594
6686,1,-1.8227367,56.515953,.16079716,1.0581222,163.1705,.039678402,,,,17.595169,6.3187008,6.4598389,6.4897385,,,-2.3220978,21.357504,.1474227,6.8749514,2.1482592
6687,0,-1.0680791,67.845627,.16131833,1.3404311,176.32829,.040540632,,,,16.460938,8.2132435,7.0540314,7.2518921,,,-1.8599083,22.062405,.13222815,4.8435202,2.1347809
6687,1,-1.8223823,56.518974,.16080303,1.0582273,163.17088,.039678313,,,,17.594795,6.319416,6.4598083,6.489769,,,-2.322274,21.358322,.14742506,6.8760605,2.1483335
6688,0,-1.0680449,67.851112,.16131267,1.3398768,176.32964,.040539734,,,,16.461243,8.2137222,7.0540771,7.2516174,,,-1.8597709,22.064098,.13222797,4.8436975,2.1349669
6688,1,-1.8220268,56.521996,.16080894,1.0583323,163.17128,.039678227,,,,17.594425,6.3201313,6.4597855,6.4897919,,,-2.3224499,21.35914,.14742744,6.8771715,2.1484079
6689,0,-1.0680096,67.856598,.16130702,1.3393236,176.33099,.04053884,,,,16.461544,8.214201,7.0541306,7.2513351,,,-1.8596337,22.06579,.13222782,4.8438768,2.1351538
6689,1,-1.8216701,56.525021,.16081488,1.0584373,163.17166,.039678138,,,,17.594053,6.3208504,6.4597626,6.4898224,,,-2.3226254,21.359957,.14742982,6.8782816,2.1484823
6690,0,-1.0679731,67.862083,.16130139,1.3387716,176.33234,.040537946,,,,16.461842,8.2146835,7.054184,7.2510605,,,-1.859497,22.067482,.13222767,4.8440561,2.1353407
6690,1,-1.8213121,56.528046,.16082083,1.0585421,163.17204,.039678048,,,,17.593674,6.3215714,6.4597321,6.4898529,,,-2.3228006,21.360773,.14743224,6.8793955,2.1485567
6691,0,-1.0679357,67.867561,.16129576,1.3382207,176.33366,.040537059,,,,16.462135,8.2151642,7.0542297,7.2507858,,,-1.8593603,22.069174,.13222754,4.8442364,2.1355276
6691,1,-1.8209529,56.531071,.16082682,1.0586469,163.17242,.039677963,,,,17.593294,6.3222923,6.4597092,6.4898834,,,-2.3229754,21.361589,.14743467,6.8805075,2.1486311
6692,0,-1.0678972,67.873032,.16129014,1.337671,176.33501,.040536173,,,,16.462421,8.2156467,7.0542831,7.2505112,,,-1.8592242,22.070866,.13222741,4.8444176,2.1357145
6692,1,-1.8205926,56.534096,.16083284,1.0587516,163.17282,.039677873,,,,17.592918,6.3230152,6.4596863,6.4899063,,,-2.3231502,21.362404,.14743711,6.8816223,2.1487064
6693,0,-1.0678576,67.878502,.16128454,1.3371224,176.33633,.04053529,,,,16.462708,8.2161293,7.0543365,7.2502289,,,-1.8590882,22.072557,.13222729,4.8445997,2.1359015
6693,1,-1.8202311,56.537121,.16083887,1.0588562,163.1732,.039677788,,,,17.592531,6.32374,6.4596634,6.4899368,,,-2.3233242,21.363218,.14743957,6.8827372,2.1487818
6694,0,-1.0678169,67.883965,.16127893,1.336575,176.33768,.040534411,,,,16.462986,8.2166138,7.0543823,7.2499619,,,-1.8589526,22.074247,.13222718,4.8447838,2.1360884
6694,1,-1.8198683,56.54015,.16084494,1.0589607,163.17358,.039677698,,,,17.592146,6.3244686,6.4596329,6.4899673,,,-2.3234982,21.364033,.14744204,6.8838539,2.1488562
6695,0,-1.0677751,67.889427,.16127336,1.3360287,176.339,.040533535,,,,16.463261,8.2170982,7.0544357,7.2496872,,,-1.8588173,22.075937,.13222708,4.8449669,2.1362743
6695,1,-1.8195045,56.543179,.16085103,1.0590651,163.17397,.039677612,,,,17.591757,6.3251953,6.45961,6.4899979,,,-2.3236718,21.364845,.14744453,6.8849697,2.1489315
6696,0,-1.0677323,67.894882,.16126777,1.3354836,176.34033,.04053266,,,,16.463531,8.2175827,7.0544891,7.2494125,,,-1.8586823,22.077627,.13222699,4.8451519,2.1364613
6696,1,-1.8191394,56.546207,.16085716,1.0591694,163.17435,.039677523,,,,17.591368,6.3259258,6.4595871,6.4900208,,,-2.3238449,21.365656,.14744705,6.8860865,2.1490078
6697,0,-1.0676885,67.900337,.16126221,1.3349396,176.34166,.040531792,,,,16.463799,8.2180691,7.0545425,7.2491379,,,-1.8585477,22.079317,.13222691,4.8453388,2.1366491
6697,1,-1.8187732,56.54924,.16086331,1.0592737,163.17474,.039677437,,,,17.590977,6.3266582,6.4595642,6.4900513,,,-2.324018,21.366468,.14744957,6.8872042,2.1490831
6698,0,-1.0676434,67.905785,.16125666,1.3343967,176.34299,.040530924,,,,16.464058,8.2185574,7.0545959,7.2488708,,,-1.8584132,22.081005,.13222684,4.8455248,2.1368351
6698,1,-1.8184057,56.552273,.16086948,1.0593778,163.17513,.039677348,,,,17.590582,6.3273926,6.4595337,6.4900818,,,-2.3241904,21.367279,.14745212,6.8883247,2.1491594
6699,0,-1.0675974,67.911232,.16125111,1.333855,176.3443,.040530059,,,,16.464317,8.2190456,7.0546417,7.2485962,,,-1.8582792,22.082693,.13222678,4.8457127,2.137022
6699,1,-1.8180372,56.555305,.16087568,1.0594819,163.17551,.039677262,,,,17.590183,6.3281269,6.4595108,6.4901123,,,-2.3243628,21.368088,.14745466,6.8894424,2.1492348
6700,0,-1.0675503,67.916672,.16124557,1.3333144,176.34563,.040529199,,,,16.464569,8.2195339,7.0546951,7.2483292,,,-1.8581455,22.084381,.13222672,4.8459005,2.1372089
6700,1,-1.8176675,56.558338,.16088192,1.0595858,163.17589,.039677177,,,,17.589788,6.3288631,6.4594879,6.4901352,,,-2.3245347,21.368896,.14745724,6.890564,2.1493111
6701,0,-1.0675021,67.922104,.16124006,1.3327749,176.34694,.040528338,,,,16.464817,8.2200222,7.0547485,7.2480621,,,-1.858012,22.086069,.13222668,4.8460903,2.1373959
6701,1,-1.8172965,56.561375,.16088817,1.0596898,163.17627,.039677087,,,,17.589384,6.3296013,6.4594574,6.4901657,,,-2.3247061,21.369705,.14745983,6.8916855,2.1493874
6702,0,-1.0674529,67.927536,.16123453,1.3322366,176.34825,.040527485,,,,16.465061,8.2205124,7.0548019,7.2477951,,,-1.8578788,22.087757,.13222665,4.8462811,2.1375837
6702,1,-1.8169245,56.564407,.16089445,1.0597935,163.17664,.039677002,,,,17.588982,6.3303413,6.4594345,6.4901962,,,-2.3248773,21.370514,.14746244,6.892807,2.1494637
6703,0,-1.0674026,67.932968,.16122903,1.3316994,176.34956,.040526632,,,,16.465302,8.2210045,7.0548553,7.2475281,,,-1.857746,22.089443,.13222662,4.8464718,2.1377707
6703,1,-1.8165512,56.567444,.16090076,1.0598972,163.17702,.039676916,,,,17.588573,6.3310833,6.4594116,6.4902267,,,-2.3250482,21.371321,.14746508,6.8939314,2.1495409
6704,0,-1.0673512,67.938393,.16122353,1.3311634,176.35088,.040525783,,,,16.465538,8.2214966,7.0549088,7.247261,,,-1.8576136,22.091131,.1322266,4.8466644,2.1379576
6704,1,-1.8161769,56.570484,.1609071,1.0600008,163.1774,.039676826,,,,17.588171,6.3318272,6.4593887,6.4902496,,,-2.3252189,21.372126,.14746772,6.8950548,2.1496172
6705,0,-1.0672988,67.94381,.16121805,1.3306284,176.35217,.040524937,,,,16.465767,8.2219887,7.0549622,7.246994,,,-1.8574814,22.092817,.1322266,4.846858,2.1381445
6705,1,-1.8158014,56.573521,.16091347,1.0601044,163.17778,.039676741,,,,17.587759,6.332571,6.4593582,6.4902802,,,-2.3253889,21.372932,.14747037,6.8961792,2.1496944
6706,0,-1.0672452,67.949226,.16121256,1.3300947,176.35349,.040524092,,,,16.465992,8.2224827,7.0550079,7.246727,,,-1.8573494,22.094501,.1322266,4.8470516,2.1383314
6706,1,-1.8154247,56.576561,.16091985,1.0602077,163.17816,.039676655,,,,17.587345,6.3333168,6.4593353,6.4903107,,,-2.3255589,21.373737,.14747305,6.8973064,2.1497707
6707,0,-1.0671906,67.954636,.16120709,1.3295619,176.35478,.040523253,,,,16.466213,8.2229767,7.0550613,7.2464676,,,-1.8572179,22.096188,.13222662,4.8472471,2.1385183
6707,1,-1.8150468,56.579601,.16092627,1.0603111,163.17854,.039676569,,,,17.586931,6.3340664,6.4593124,6.4903412,,,-2.3257284,21.37454,.14747575,6.8984327,2.149848
6708,0,-1.067135,67.960045,.16120164,1.3290304,176.35609,.040522415,,,,16.466431,8.2234726,7.0551147,7.2462006,,,-1.8570867,22.097872,.13222665,4.8474426,2.1387062
6708,1,-1.8146678,56.582642,.1609327,1.0604143,163.17891,.03967648,,,,17.586514,6.334816,6.4592896,6.4903641,,,-2.3258977,21.375343,.14747845,6.899559,2.1499252
6709,0,-1.0670784,67.965454,.1611962,1.3285,176.35739,.040521581,,,,16.466648,8.2239685,7.0551682,7.2459412,,,-1.8569556,22.099558,.13222668,4.84764,2.1388931
6709,1,-1.8142877,56.585686,.16093917,1.0605175,163.17929,.039676394,,,,17.586094,6.3355675,6.459259,6.4903946,,,-2.3260665,21.376146,.14748117,6.9006872,2.1500034
6710,0,-1.0670205,67.970848,.16119076,1.3279707,176.35869,.040520746,,,,16.466854,8.2244644,7.0552216,7.2456818,,,-1.8568251,22.101242,.13222672,4.8478374,2.13908
6710,1,-1.8139063,56.58873,.16094567,1.0606205,163.17967,.039676309,,,,17.585674,6.336319,6.4592361,6.4904251,,,-2.3262351,21.376947,.14748393,6.9018183,2.1500807
6711,0,-1.0669616,67.97625,.16118534,1.3274426,176.35997,.040519919,,,,16.46706,8.2249641,7.055275,7.2454224,,,-1.8566947,22.102924,.13222677,4.8480358,2.139267
6711,1,-1.8135239,56.591774,.16095218,1.0607235,163.18004,.039676223,,,,17.585251,6.3370743,6.4592133,6.490448,,,-2.3264031,21.377748,.14748669,6.9029474,2.1501589
6712,0,-1.0669018,67.981636,.16117992,1.3269156,176.36127,.040519092,,,,16.467258,8.225462,7.0553284,7.245163,,,-1.8565648,22.104609,.13222682,4.8482351,2.1394548
6712,1,-1.8131403,56.594818,.16095874,1.0608264,163.18042,.039676137,,,,17.584827,6.3378315,6.4591904,6.4904785,,,-2.326571,21.37855,.14748946,6.9040766,2.1502371
6713,0,-1.0668408,67.98703,.16117451,1.3263897,176.36255,.040518269,,,,16.467457,8.2259617,7.0553818,7.2449036,,,-1.8564352,22.106291,.1322269,4.8484364,2.1396418
6713,1,-1.8127556,56.597866,.16096531,1.0609293,163.1808,.039676052,,,,17.584398,6.3385887,6.4591675,6.490509,,,-2.3267384,21.379349,.14749226,6.9052086,2.1503153
6714,0,-1.0667788,67.992409,.1611691,1.3258649,176.36385,.040517449,,,,16.467644,8.2264595,7.0554352,7.2446442,,,-1.8563058,22.107973,.13222697,4.8486366,2.1398287
6714,1,-1.8123697,56.600914,.16097189,1.0610319,163.18117,.039675966,,,,17.583969,6.3393478,6.459137,6.4905319,,,-2.3269055,21.380148,.14749506,6.9063406,2.1503935
6715,0,-1.0667156,67.997795,.16116372,1.3253412,176.36513,.040516634,,,,16.467834,8.226963,7.0554886,7.2443848,,,-1.8561769,22.109655,.13222708,4.8488407,2.1400166
6715,1,-1.8119826,56.603962,.16097853,1.0611346,163.18155,.039675876,,,,17.583536,6.3401089,6.4591141,6.4905624,,,-2.3270724,21.380945,.14749789,6.9074736,2.1504717
6716,0,-1.0666515,68.003166,.16115832,1.3248187,176.36641,.040515818,,,,16.468014,8.2274628,7.055542,7.244133,,,-1.8560482,22.111338,.13222717,4.8490429,2.1402035
6716,1,-1.8115945,56.60701,.16098517,1.0612371,163.18192,.039675791,,,,17.583099,6.3408718,6.4590912,6.490593,,,-2.3272388,21.381742,.14750074,6.9086084,2.1505508
6717,0,-1.0665861,68.008537,.16115296,1.3242973,176.36769,.040515006,,,,16.468189,8.2279663,7.0555954,7.2438736,,,-1.8559198,22.113018,.13222729,4.8492479,2.1403913
6717,1,-1.8112053,56.610062,.16099185,1.0613396,163.1823,.039675705,,,,17.582664,6.3416348,6.4590683,6.4906158,,,-2.3274047,21.38254,.1475036,6.9097433,2.150629
6718,0,-1.0665199,68.013908,.16114759,1.323777,176.36897,.040514197,,,,16.468365,8.2284698,7.0556564,7.2436218,,,-1.8557919,22.114698,.13222741,4.849453,2.1405783
6718,1,-1.8108149,56.61311,.16099855,1.0614419,163.18266,.039675619,,,,17.582228,6.3424015,6.4590378,6.4906464,,,-2.3275707,21.383335,.14750648,6.9108791,2.1507082
6719,0,-1.0664525,68.019272,.16114224,1.3232578,176.37025,.040513393,,,,16.468533,8.2289734,7.0557098,7.2433624,,,-1.8556641,22.116379,.13222753,4.849659,2.1407661
6719,1,-1.8104233,56.616165,.16100527,1.0615442,163.18303,.039675534,,,,17.581787,6.3431683,6.4590149,6.4906769,,,-2.3277359,21.38413,.14750938,6.9120169,2.1507874
6720,0,-1.0663841,68.024635,.1611369,1.3227397,176.37152,.040512592,,,,16.468697,8.2294788,7.0557632,7.2431107,,,-1.8555368,22.118059,.13222767,4.8498659,2.1409531
6720,1,-1.8100307,56.619217,.16101202,1.0616465,163.18341,.039675452,,,,17.581345,6.3439369,6.458992,6.4906998,,,-2.3279011,21.384926,.14751229,6.9131527,2.1508665
6721,0,-1.0663146,68.029991,.16113156,1.3222228,176.37279,.040511791,,,,16.468857,8.2299843,7.0558167,7.2428589,,,-1.8554097,22.11974,.13222782,4.8500748,2.1411409
6721,1,-1.8096368,56.622269,.1610188,1.0617485,163.18378,.039675366,,,,17.580898,6.3447075,6.4589691,6.4907303,,,-2.3280656,21.385719,.14751522,6.9142914,2.1509466
6722,0,-1.066244,68.035347,.16112624,1.321707,176.37407,.040510993,,,,16.469013,8.2304916,7.0558701,7.2426071,,,-1.855283,22.121418,.13222797,4.8502827,2.1413279
6722,1,-1.809242,56.625324,.1610256,1.0618505,163.18414,.03967528,,,,17.58045,6.34548,6.4589386,6.4907608,,,-2.3282301,21.386513,.14751817,6.915432,2.1510258
6723,0,-1.0661725,68.040695,.16112092,1.3211923,176.37534,.0405102,,,,16.469166,8.230999,7.0559235,7.2423553,,,-1.8551565,22.123096,.13222815,4.8504934,2.1415157
6723,1,-1.808846,56.62838,.16103244,1.0619525,163.18451,.039675195,,,,17.580002,6.3462543,6.4589157,6.4907837,,,-2.3283942,21.387304,.14752114,6.9165716,2.1511059
6724,0,-1.0660998,68.046036,.16111562,1.3206786,176.3766,.040509406,,,,16.469311,8.2315063,7.0559769,7.2421036,,,-1.8550304,22.124775,.13222833,4.8507042,2.1417027
6724,1,-1.8084489,56.631439,.16103928,1.0620543,163.18489,.039675109,,,,17.579548,6.3470287,6.4588928,6.4908142,,,-2.3285577,21.388096,.14752412,6.9177132,2.151186
6725,0,-1.0660261,68.051384,.16111033,1.3201661,176.37785,.04050862,,,,16.469456,8.2320156,7.0560303,7.2418594,,,-1.8549047,22.126453,.13222851,4.8509159,2.1418905
6725,1,-1.8080508,56.634495,.16104616,1.062156,163.18526,.039675023,,,,17.579096,6.3478069,6.4588699,6.4908447,,,-2.328721,21.388887,.14752711,6.9188547,2.1512661
6726,0,-1.0659513,68.056717,.16110504,1.3196547,176.37912,.040507834,,,,16.469593,8.2325249,7.0560913,7.2416077,,,-1.8547792,22.12813,.13222872,4.8511286,2.1420784
6726,1,-1.8076514,56.637554,.16105306,1.0622576,163.18562,.039674938,,,,17.578638,6.3485851,6.458847,6.4908676,,,-2.3288839,21.389677,.14753014,6.9199972,2.1513462
6727,0,-1.0658755,68.06205,.16109976,1.3191444,176.38037,.040507052,,,,16.469727,8.233036,7.0561447,7.2413635,,,-1.8546541,22.129807,.13222893,4.8513422,2.1422653
6727,1,-1.807251,56.640614,.16105999,1.0623592,163.18599,.039674852,,,,17.57818,6.3493652,6.4588165,6.4908981,,,-2.3290465,21.390467,.14753316,6.9211397,2.1514273
6728,0,-1.0657986,68.067383,.16109449,1.3186352,176.38164,.04050627,,,,16.469856,8.2335472,7.0561981,7.2411118,,,-1.8545293,22.131483,.13222913,4.8515568,2.1424532
6728,1,-1.8068495,56.643673,.16106695,1.0624607,163.18636,.03967477,,,,17.577723,6.3501472,6.4587936,6.490921,,,-2.3292089,21.391254,.14753622,6.9222851,2.1515074
6729,0,-1.0657208,68.072708,.16108923,1.3181272,176.38289,.040505495,,,,16.469982,8.2340603,7.0562515,7.2408676,,,-1.8544048,22.13316,.13222936,4.8517723,2.1426411
6729,1,-1.8064469,56.646736,.16107392,1.0625621,163.18672,.039674684,,,,17.577259,6.3509293,6.4587708,6.4909515,,,-2.3293707,21.392042,.14753929,6.9234304,2.1515884
6730,0,-1.0656418,68.078033,.16108398,1.3176202,176.38414,.04050472,,,,16.470104,8.2345734,7.0563049,7.2406235,,,-1.8542806,22.134836,.1322296,4.8519888,2.142828
6730,1,-1.8060431,56.649796,.16108093,1.0626633,163.18709,.039674599,,,,17.576797,6.3517132,6.4587479,6.4909821,,,-2.3295321,21.39283,.14754237,6.9245758,2.1516695
6731,0,-1.0655618,68.083351,.16107875,1.3171142,176.38539,.040503949,,,,16.470222,8.2350883,7.056366,7.2403793,,,-1.8541567,22.136511,.13222985,4.8522062,2.1430159
6731,1,-1.8056384,56.652859,.16108795,1.0627645,163.18745,.039674513,,,,17.576326,6.352499,6.4587173,6.4910049,,,-2.3296933,21.393616,.14754547,6.9257221,2.1517506
6732,0,-1.0654807,68.088661,.16107351,1.3166095,176.38664,.040503178,,,,16.470329,8.2356014,7.0564194,7.2401352,,,-1.8540332,22.138186,.1322301,4.8524246,2.1432037
6732,1,-1.8052325,56.655926,.16109499,1.0628657,163.18782,.039674431,,,,17.575861,6.3532887,6.4586945,6.4910355,,,-2.3298542,21.394402,.1475486,6.9268703,2.1518316
6733,0,-1.0653986,68.093979,.16106829,1.3161058,176.38788,.040502414,,,,16.47044,8.2361183,7.0564728,7.2398911,,,-1.8539101,22.13986,.13223037,4.852644,2.1433916
6733,1,-1.8048255,56.658989,.16110207,1.0629667,163.18819,.039674345,,,,17.57539,6.3540764,6.4586716,6.491066,,,-2.3300147,21.395187,.14755173,6.9280186,2.1519127
6734,0,-1.0653154,68.099281,.16106308,1.3156033,176.38913,.04050165,,,,16.470543,8.2366333,7.0565262,7.2396469,,,-1.8537872,22.141535,.13223065,4.8528643,2.1435795
6734,1,-1.8044175,56.662056,.16110918,1.0630677,163.18855,.03967426,,,,17.574917,6.3548679,6.4586487,6.4910889,,,-2.3301749,21.395971,.14755489,6.9291677,2.1519947
6735,0,-1.0652312,68.104584,.16105787,1.3151017,176.39037,.04050089,,,,16.470642,8.2371502,7.0565872,7.2394104,,,-1.8536646,22.143209,.13223094,4.8530855,2.1437674
6735,1,-1.8040084,56.665123,.1611163,1.0631685,163.18892,.039674178,,,,17.574444,6.3556614,6.4586258,6.4911194,,,-2.3303347,21.396755,.14755806,6.9303188,2.1520767
